,label,text,source
1189,ham,All will come alive.better correct any good looking figure there itself..,sms-spam-dataset
1190,ham,In that case I guess I'll see you at campus lodge,sms-spam-dataset
1191,ham,We're done...,sms-spam-dataset
1192,ham,Come to my home for one last time i wont do anything. Trust me.,sms-spam-dataset
1193,ham,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,sms-spam-dataset
1194,spam,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk 087016248,sms-spam-dataset
1195,ham,Ok... C ya...,sms-spam-dataset
1196,spam,You have 1 new voicemail. Please call 08719181503,sms-spam-dataset
1197,ham,What he said is not the matter. My mind saying some other matter is there.,sms-spam-dataset
1198,ham,He also knows about lunch menu only da. . I know,sms-spam-dataset
1199,ham,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx",sms-spam-dataset
1200,ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,sms-spam-dataset
1201,ham,Otherwise had part time job na-tuition..,sms-spam-dataset
1202,ham,I know she called me,sms-spam-dataset
1203,ham,"Me also da, i feel yesterday night  wait til 2day night dear.",sms-spam-dataset
1204,ham,Thanks for understanding. I've been trying to tell sura that.,sms-spam-dataset
1205,spam,WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,sms-spam-dataset
1206,ham,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.,sms-spam-dataset
1207,spam,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",sms-spam-dataset
1208,ham,I need you to be in my strong arms...,sms-spam-dataset
1209,ham,Also maaaan are you missing out,sms-spam-dataset
1210,ham,His bday real is in april .,sms-spam-dataset
1211,ham,Guessin you ain't gonna be here before 9?,sms-spam-dataset
1212,ham,Ok then i will come to ur home after half an hour,sms-spam-dataset
1213,ham,"Yo, the game almost over? Want to go to walmart soon",sms-spam-dataset
1214,ham,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!",sms-spam-dataset
1215,ham,I'll text now! All creepy like so he won't think that we forgot,sms-spam-dataset
1216,ham,"that would be good … I'll phone you tomo lunchtime, shall I, to organise something?",sms-spam-dataset
1217,spam,You have 1 new voicemail. Please call 08719181513.,sms-spam-dataset
1218,ham,"Damn, can you make it tonight or do you want to just wait til tomorrow",sms-spam-dataset
1219,ham,K..k..i'm also fine:)when will you complete the course?,sms-spam-dataset
1220,ham,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.",sms-spam-dataset
1221,spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,sms-spam-dataset
1222,ham,Prakesh is there know.,sms-spam-dataset
1223,ham,Teach me apps da. When you come to college.,sms-spam-dataset
1224,ham,Rofl betta invest in some  anti aging products,sms-spam-dataset
1225,spam,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,sms-spam-dataset
1226,ham,"sir, you will receive the account no another 1hr time. Sorry for the delay.",sms-spam-dataset
1227,spam,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,sms-spam-dataset
1228,ham,So ü'll be submitting da project tmr rite?,sms-spam-dataset
1229,spam,FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,sms-spam-dataset
1230,ham,Jus ans me lar. U'll noe later.,sms-spam-dataset
1231,ham,I want to send something that can sell fast.  &lt;#&gt; k is not easy money.,sms-spam-dataset
1232,ham,have got * few things to do. may be in * pub later.,sms-spam-dataset
1233,ham,1's finish meeting call me.,sms-spam-dataset
1234,ham,Lol ok. I'll snatch her purse too.,sms-spam-dataset
1235,ham,Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx,sms-spam-dataset
1236,ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,sms-spam-dataset
1237,ham,How much are we getting?,sms-spam-dataset
1238,ham,Is ur paper in e morn or aft tmr?,sms-spam-dataset
1239,ham,"Dear relieved of westonzoyland, all going to plan this end too!",sms-spam-dataset
1240,ham,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.,sms-spam-dataset
1241,ham,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?,sms-spam-dataset
1242,ham,"I want to show you the world, princess :) how about europe?",sms-spam-dataset
1243,ham,Nobody can decide where to eat and dad wants Chinese,sms-spam-dataset
1244,ham,No shoot me. I'm in the docs waiting room. :/,sms-spam-dataset
1245,ham,Now? I'm going out 4 dinner soon..,sms-spam-dataset
1246,ham,Hello which the site to download songs its urgent pls,sms-spam-dataset
1247,ham,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! ",sms-spam-dataset
1248,ham,Horrible gal. Me in sch doing some stuff. How come u got mc?,sms-spam-dataset
1249,ham,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x",sms-spam-dataset
1250,ham,"I call you later, don't have network. If urgnt, sms me.",sms-spam-dataset
1251,ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,sms-spam-dataset
1252,spam,Please CALL 08712402779 immediately as there is an urgent message waiting for you,sms-spam-dataset
1253,ham,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,sms-spam-dataset
1254,ham,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... ,sms-spam-dataset
1255,ham,What your plan for pongal?,sms-spam-dataset
1256,ham,Just wait till end of march when el nino gets himself. Oh.,sms-spam-dataset
1257,ham,"Not yet chikku..going to room nw, i'm in bus..",sms-spam-dataset
1258,ham,Am also doing in cbe only. But have to pay.,sms-spam-dataset
1259,ham,Honey boo I'm missing u.,sms-spam-dataset
1260,ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",sms-spam-dataset
1261,ham,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem",sms-spam-dataset
1262,ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!",sms-spam-dataset
1263,spam,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",sms-spam-dataset
1264,ham,Ok. No wahala. Just remember that a friend in need ...,sms-spam-dataset
1265,ham,I will see in half an hour,sms-spam-dataset
1266,ham,"Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",sms-spam-dataset
1267,ham,"Hey sorry I didntgive ya a a bellearlier hunny,just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv Jenxxx.",sms-spam-dataset
1268,ham,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,sms-spam-dataset
1269,spam,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Calls£1/minmoremobsEMSPOBox45PO139WA,sms-spam-dataset
1270,ham,"Tee hee. Off to lecture, cheery bye bye.",sms-spam-dataset
1271,ham,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..",sms-spam-dataset
1272,ham,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,sms-spam-dataset
1273,ham,Ok...,sms-spam-dataset
1274,spam,network operator. The service is free. For T & C's visit 80488.biz,sms-spam-dataset
1275,ham,Let me know how to contact you. I've you settled in a room. Lets know you are ok.,sms-spam-dataset
1276,ham,Wot u up 2 u weirdo?,sms-spam-dataset
1277,ham,Can do lor...,sms-spam-dataset
1278,ham,Dont put your phone on silent mode ok,sms-spam-dataset
1279,ham,Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..,sms-spam-dataset
1280,ham,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?,sms-spam-dataset
1281,ham,Oh ho. Is this the first time u use these type of words,sms-spam-dataset
1282,ham,Am I the only one who doesn't stalk profiles?,sms-spam-dataset
1283,ham,"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt",sms-spam-dataset
1284,ham,Yes i thought so. Thanks.,sms-spam-dataset
1285,ham,But if she.s drinkin i'm ok.,sms-spam-dataset
1286,ham,"Just wondering, the others just took off",sms-spam-dataset
1287,ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",sms-spam-dataset
1288,ham,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?",sms-spam-dataset
1289,ham,Happy new year to u too!,sms-spam-dataset
1290,ham,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May",sms-spam-dataset
1291,ham,Eat jap done oso aft ur lect wat... Ü got lect at 12 rite... ,sms-spam-dataset
1292,ham,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?",sms-spam-dataset
1293,ham,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,sms-spam-dataset
1294,ham,Happy birthday... May all ur dreams come true...,sms-spam-dataset
1295,ham,Aiyah u did ok already lar. E nydc at wheellock?,sms-spam-dataset
1296,ham,TELL HER I SAID EAT SHIT.,sms-spam-dataset
1297,ham,Sure! I am driving but will reach my destination soon.,sms-spam-dataset
1298,ham,"K so am I, how much for an 8th? Fifty?",sms-spam-dataset
1299,ham,Your daily text from me – a favour this time,sms-spam-dataset
1300,ham,Great to hear you are settling well. So what's happenin wit ola?,sms-spam-dataset
1301,ham,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,sms-spam-dataset
1302,ham,I tot u reach liao. He said t-shirt.,sms-spam-dataset
1303,ham,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT",sms-spam-dataset
1304,ham,I cant pick the phone right now. Pls send a message,sms-spam-dataset
1305,ham,Your right! I'll make the appointment right now.,sms-spam-dataset
1306,ham,Designation is software developer and may be she get chennai:),sms-spam-dataset
1307,spam,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,sms-spam-dataset
1308,spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",sms-spam-dataset
1309,ham,I jokin oni lar.. Ü busy then i wun disturb ü.,sms-spam-dataset
1310,ham,"Ok, be careful ! Don't text and drive !",sms-spam-dataset
1311,ham,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it.",sms-spam-dataset
1312,ham,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.,sms-spam-dataset
1313,ham,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,sms-spam-dataset
1314,ham,How abt making some of the pics bigger?,sms-spam-dataset
1315,ham,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,sms-spam-dataset
1316,ham,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)",sms-spam-dataset
1317,ham,Why nothing. Ok anyway give me treat,sms-spam-dataset
1318,spam,"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",sms-spam-dataset
1319,ham,Ok...,sms-spam-dataset
1320,ham,Correct. So how was work today,sms-spam-dataset
1321,ham,"Just sent again. Do you scream and moan in bed, princess?",sms-spam-dataset
1322,ham,"I wake up long ago already... Dunno, what other thing?",sms-spam-dataset
1323,ham,Oh just getting even with u.... u?,sms-spam-dataset
1324,ham,I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?,sms-spam-dataset
1325,ham,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,sms-spam-dataset
1326,ham,Yeah jay's sort of a fucking retard,sms-spam-dataset
1327,ham,"Sorry, was in the bathroom, sup",sms-spam-dataset
1328,spam,Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,sms-spam-dataset
1329,ham,My exam is for february 4. Wish you a great day.,sms-spam-dataset
1330,ham,I dont know what to do to come out of this so only am ask questions like this dont mistake me.,sms-spam-dataset
1331,ham,"Aight no rush, I'll ask jay",sms-spam-dataset
1332,ham,Good Morning plz call me sir,sms-spam-dataset
1333,ham,It's ok lar. U sleep early too... Nite...,sms-spam-dataset
1334,ham,"Oh... Icic... K lor, den meet other day...",sms-spam-dataset
1335,ham,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*",sms-spam-dataset
1336,ham,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)",sms-spam-dataset
1337,ham,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",sms-spam-dataset
1338,ham,Then she buying today? Ü no need to c meh...,sms-spam-dataset
1339,ham,Aight sorry I take ten years to shower. What's the plan?,sms-spam-dataset
1340,ham,Every monday..nxt week vl be completing..,sms-spam-dataset
1341,ham,Might ax well im there.,sms-spam-dataset
1342,ham,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,sms-spam-dataset
1343,ham,Yeah I'll try to scrounge something up,sms-spam-dataset
1344,ham,Crazy ar he's married. Ü like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,sms-spam-dataset
1345,ham,Were somewhere on Fredericksburg,sms-spam-dataset
1346,ham,Que pases un buen tiempo or something like that,sms-spam-dataset
1347,ham,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,sms-spam-dataset
1348,ham,She doesnt need any test.,sms-spam-dataset
1349,ham,"Nothing much, chillin at home. Any super bowl plan?",sms-spam-dataset
1350,spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk",sms-spam-dataset
1351,ham,Bugis oso near wat... ,sms-spam-dataset
1352,ham,Yo theres no class tmrw right?,sms-spam-dataset
1353,ham,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,sms-spam-dataset
1354,ham,"Goodnight, sleep well da please take care pa. Please.",sms-spam-dataset
1355,ham,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,sms-spam-dataset
1356,ham,Convey my regards to him,sms-spam-dataset
1357,ham,U ned to convince him tht its not possible witot hurting his feeling its the main,sms-spam-dataset
1358,ham,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy",sms-spam-dataset
1359,ham,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,sms-spam-dataset
1360,ham,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",sms-spam-dataset
1361,ham,Yo dude guess who just got arrested the other day,sms-spam-dataset
1362,ham,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,sms-spam-dataset
1363,ham,What does the dance river do?,sms-spam-dataset
1364,ham,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",sms-spam-dataset
1365,ham,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,sms-spam-dataset
1366,spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",sms-spam-dataset
1367,ham,Bbq this sat at mine from 6ish. Ur welcome 2 come,sms-spam-dataset
1368,ham,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough …",sms-spam-dataset
1369,ham,Alright. I'm out--have a good night!,sms-spam-dataset
1370,ham,Did you try making another butt.,sms-spam-dataset
1371,ham,Hope you are feeling great. Pls fill me in. Abiola,sms-spam-dataset
1372,ham,I though we shd go out n have some fun so bar in town or something – sound ok?,sms-spam-dataset
1373,ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",sms-spam-dataset
1374,spam,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",sms-spam-dataset
1375,spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",sms-spam-dataset
1376,ham,We're finally ready fyi,sms-spam-dataset
1377,ham,Auntie huai juan never pick up her phone,sms-spam-dataset
1378,spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,sms-spam-dataset
1379,ham,"Ya tel, wats ur problem..",sms-spam-dataset
1380,spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,sms-spam-dataset
1381,ham,i dnt wnt to tlk wid u,sms-spam-dataset
1382,ham,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. ""paths are made by walking.. not by waiting.."" Goodnight!",sms-spam-dataset
1383,ham,Its ok my arm is feeling weak cuz i got a shot so we can go another time,sms-spam-dataset
1384,ham,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..,sms-spam-dataset
1385,ham,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",sms-spam-dataset
1386,ham,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,sms-spam-dataset
1387,ham,All e best 4 ur exam later.,sms-spam-dataset
1388,ham,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,sms-spam-dataset
1389,ham,Oh k.i think most of wi and nz players unsold.,sms-spam-dataset
1390,ham,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",sms-spam-dataset
1391,ham,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy",sms-spam-dataset
1392,ham,"Haha just kidding, papa needs drugs",sms-spam-dataset
1393,ham,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...",sms-spam-dataset
1394,ham,Oh ok..,sms-spam-dataset
1395,ham,R we still meeting 4 dinner tonight?,sms-spam-dataset
1396,ham,Thats cool! I am a gentleman and will treat you with dignity and respect.,sms-spam-dataset
1397,ham,Shall i start from hear.,sms-spam-dataset
1398,ham,Then we wait 4 u lor... No need 2 feel bad lar...,sms-spam-dataset
1399,ham,No did you check? I got his detailed message now,sms-spam-dataset
1400,ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,sms-spam-dataset
1401,ham,"No, I decided that only people who care about stuff vote and caring about stuff is for losers",sms-spam-dataset
1402,ham,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,sms-spam-dataset
1403,ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,sms-spam-dataset
1404,ham,cool. We will have fun practicing making babies!,sms-spam-dataset
1405,ham,Actually getting ready to leave the house.,sms-spam-dataset
1406,ham,K..k..any special today?,sms-spam-dataset
1407,spam,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",sms-spam-dataset
1408,ham,Then we gotta do it after that,sms-spam-dataset
1409,ham,"I've got ten bucks, jay is being noncomittal",sms-spam-dataset
1410,ham,Where at were hungry too,sms-spam-dataset
1411,ham,Pls speak to that customer machan.,sms-spam-dataset
1412,ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,sms-spam-dataset
1413,ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",sms-spam-dataset
1414,spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,sms-spam-dataset
1415,ham,So wats ur opinion abt him and how abt is character?,sms-spam-dataset
1416,ham,Jay is snickering and tells me that x is totally fucking up the chords as we speak,sms-spam-dataset
1417,ham,No..few hours before.went to hair cut .,sms-spam-dataset
1418,ham,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,sms-spam-dataset
1419,ham,Lmao. Take a pic and send it to me.,sms-spam-dataset
1420,ham,Speak only when you feel your words are better than the silence... Gud mrng:-),sms-spam-dataset
1421,ham,No. She's currently in scotland for that.,sms-spam-dataset
1422,ham,Do you work all this week ?,sms-spam-dataset
1423,spam,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,sms-spam-dataset
1424,ham,Lol great now im getting hungry.,sms-spam-dataset
1425,ham,Yes.. now only saw your message..,sms-spam-dataset
1426,ham,I'll be at mu in like  &lt;#&gt;  seconds,sms-spam-dataset
1427,ham,Ok...,sms-spam-dataset
1428,ham,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,sms-spam-dataset
1429,ham,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up",sms-spam-dataset
1430,spam,For sale - arsenal dartboard. Good condition but no doubles or trebles!,sms-spam-dataset
1431,ham,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,sms-spam-dataset
1432,ham,"My painful personal thought- ""I always try to keep everybody happy all the time. But nobody recognises me when i am alone""",sms-spam-dataset
1433,ham,Thanks for ve lovely wisheds. You rock,sms-spam-dataset
1434,ham,You intrepid duo you! Have a great time and see you both soon. ,sms-spam-dataset
1435,ham,I asked sen to come chennai and search for job.,sms-spam-dataset
1436,ham,Dad went out oredi... ,sms-spam-dataset
1437,ham,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.",sms-spam-dataset
1438,ham,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,sms-spam-dataset
1439,ham,"Arms fine, how's Cardiff and uni? ",sms-spam-dataset
1440,ham,In fact when do you leave? I think addie goes back to school tues or wed,sms-spam-dataset
1441,ham,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)",sms-spam-dataset
1442,ham,Ya:)going for restaurant..,sms-spam-dataset
1443,ham,"Its ok., i just askd did u knw tht no?",sms-spam-dataset
1444,spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,sms-spam-dataset
1445,ham,Those ducking chinchillas,sms-spam-dataset
1446,ham,I am in a marriage function,sms-spam-dataset
1447,ham,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.,sms-spam-dataset
1448,ham,Don‘t give a flying monkeys wot they think and I certainly don‘t mind. Any friend of mine and all that!,sms-spam-dataset
1449,spam,As a registered optin subscriber ur draw 4 £100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts,sms-spam-dataset
1450,ham,say thanks2. ,sms-spam-dataset
1451,ham,Msg me when rajini comes.,sms-spam-dataset
1452,ham,Ya! when are ü taking ure practical lessons? I start in june..  ,sms-spam-dataset
1453,ham,"That's good, because I need drugs",sms-spam-dataset
1454,ham,Stupid.its not possible,sms-spam-dataset
1455,ham,Can ü all decide faster cos my sis going home liao..,sms-spam-dataset
1456,spam,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,sms-spam-dataset
1457,ham,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..,sms-spam-dataset
1458,spam,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Calls£1/minmoremobsEMSPOBox45PO139WA,sms-spam-dataset
1459,ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",sms-spam-dataset
1460,spam,Bought one ringtone and now getting texts costing 3 pound offering more tones etc,sms-spam-dataset
1461,ham,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D",sms-spam-dataset
1462,ham,Kinda. First one gets in at twelve! Aah. Speak tomo,sms-spam-dataset
1463,spam,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",sms-spam-dataset
1464,ham,Ok good then i later come find ü... C lucky i told ü to go earlier... Later pple take finish ü no more again...,sms-spam-dataset
1465,ham,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.,sms-spam-dataset
1466,spam,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",sms-spam-dataset
